OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
ZBTB6,ZBTB6,Two-hybrid
ZNF273,SP8,Two-hybrid
EHMT2,ZNF512B,Two-hybrid
RNPS1,ZNF490,Two-hybrid
GTF2A1L,RBFOX2,Two-hybrid
GTF2A1L,MAFF,Two-hybrid
GTF2A1L,TLX3,Two-hybrid
GTF2A1L,ZBTB3,Two-hybrid
GTF2A1L,NKX2-3,Two-hybrid
TRIM31,ZSCAN1,Two-hybrid
HNRNPUL1,TLX3,Two-hybrid
PRDM4,PRDM4,Two-hybrid
PRDM4,SERTAD1,Two-hybrid
ZNF277,ZBTB7B,Two-hybrid
ZNF277,ZNF768,Two-hybrid
ZBTB1,MAML3,Two-hybrid
SNW1,PCBD2,Two-hybrid
SNW1,TRIM15,Two-hybrid
SNW1,ZSCAN1,Two-hybrid
SCMH1,MAML3,Two-hybrid
JADE2,ING4,Two-hybrid
JADE2,ZBTB3,Two-hybrid
JADE2,ZNF496,Two-hybrid
RBFOX2,RBFOX2,Two-hybrid
RBFOX2,BRD7,Two-hybrid
RBFOX2,DEDD2,Two-hybrid
SSBP3,ANKEF1,Two-hybrid
TRIM29,TAX1BP3,Two-hybrid
TRIM29,FBXL19,Two-hybrid
ZKSCAN5,ZBTB9,Two-hybrid
ZKSCAN5,ZSCAN1,Two-hybrid
BRD1,SS18L1,Two-hybrid
ZZZ3,MAML3,Two-hybrid
ZZZ3,PBXIP1,Two-hybrid
ZZZ3,PCBD2,Two-hybrid
ZZZ3,ZNF496,Two-hybrid
ZZZ3,ZNF513,Two-hybrid
ZZZ3,ZBTB9,Two-hybrid
SS18L1,AATF,Two-hybrid
SS18L1,RLIM,Two-hybrid
SS18L1,TAF9B,Two-hybrid
SS18L1,GATAD1,Two-hybrid
SS18L1,PCGF6,Two-hybrid
SS18L1,MED30,Two-hybrid
SS18L1,ANKRD22,Two-hybrid
IRF2BP1,PCBD2,Two-hybrid
ANKRD2,HBP1,Two-hybrid
ANKRD2,ZBTB3,Two-hybrid
HEYL,SP8,Two-hybrid
AATF,PCBD2,Two-hybrid
ZBTB32,ZNF490,Two-hybrid
RBMX,ZNF490,Two-hybrid
MED4,PCBD2,Two-hybrid
SERTAD1,CHURC1,Two-hybrid
TBX21,ZNF490,Two-hybrid
TLX3,ING4,Two-hybrid
TLX3,HOPX,Two-hybrid
KCNIP3,PCBD2,Two-hybrid
ZNRD1,ZNF593,Two-hybrid
MED31,ZSCAN1,Two-hybrid
LEF1,ZBTB3,Two-hybrid
SCAND1,ZNF397,Two-hybrid
TAF9B,TRIM15,Two-hybrid
SUFU,ZNF747,Two-hybrid
SUFU,HDX,Two-hybrid
ZNF407,ZBTB9,Two-hybrid
ZNF407,ZSCAN1,Two-hybrid
ZNF446,ZNF397,Two-hybrid
ZFP64,ZNF513,Two-hybrid
ZFP64,PPARGC1B,Two-hybrid
ZFP64,ZBTB9,Two-hybrid
ZKSCAN7,TCEANC,Two-hybrid
TBX20,ZSCAN1,Two-hybrid
PBXIP1,PCBD2,Two-hybrid
NCOA5,NCOA5,Two-hybrid
HES4,PCBD2,Two-hybrid
ALX4,ALX4,Two-hybrid
CENPK,PCBD2,Two-hybrid
ANKRD55,ZSCAN1,Two-hybrid
ZNF408,ZBTB9,Two-hybrid
EHMT1,TRIM15,Two-hybrid
ZBTB3,ZNF556,Two-hybrid
NANOG,RHOXF2,Two-hybrid
PCBD2,ASCC2,Two-hybrid
PCBD2,MED30,Two-hybrid
PCBD2,TGIF2LY,Two-hybrid
HOPX,ZSCAN1,Two-hybrid
RHOXF2,DEDD2,Two-hybrid
INSM2,ZSCAN1,Two-hybrid
TRIM15,TRIM15,Two-hybrid
CHURC1,ZBTB9,Two-hybrid
ZNF513,ZNF513,Two-hybrid
ZNF513,PPARGC1B,Two-hybrid
PPARGC1B,ZBTB9,Two-hybrid
ZNF597,ZNF597,Two-hybrid
ZNF519,SP8,Two-hybrid
ZSCAN4,ZSCAN4,Two-hybrid
CNOT6L,ZSCAN1,Two-hybrid
ZNF396,ZSCAN1,Two-hybrid
ZSCAN1,ZSCAN1,Two-hybrid
NCOA3,CARM1,Co-fractionation
NCOA3,CREBBP,Co-fractionation
CARM1,NCOA3,Biochemical Activity
CARM1,CREBBP,Biochemical Activity
CARM1,HIST1H3A,Biochemical Activity
PRMT1,HIST1H4A,Biochemical Activity
NCOA3,CREBBP,Co-purification
NCOA3,CARM1,Co-purification
CLNS1A,SNRPD3,Co-purification
CLNS1A,SNRPD3,Reconstituted Complex
PRMT5,CLNS1A,Reconstituted Complex
XIAP,CASP9,Biochemical Activity
RNF123,UBAC1,Affinity Capture-Western
UBAC1,RNF123,Affinity Capture-Western
RNF123,CDKN1B,Affinity Capture-Western
CBL,SH2B2,Co-crystal Structure
SH2B2,CBL,Affinity Capture-Western
CDKN1B,SKP2,Affinity Capture-Western
ITGA5,FGFR2,Affinity Capture-Western
FGFR2,ITGA5,Affinity Capture-Western
CBL,ITGA5,Affinity Capture-Western
ITGA5,UBC,Affinity Capture-Western
FBXO2,VCP,Affinity Capture-Western
FBXO6,VCP,Affinity Capture-Western
VCP,FBXO2,Affinity Capture-Western
VCP,FBXO6,Affinity Capture-Western
VCP,ITGB1,Affinity Capture-Western
HIF1A,OS9,Two-hybrid
HIF1A,OS9,Reconstituted Complex
OS9,HIF1A,Affinity Capture-Western
OS9,EGLN1,Affinity Capture-Western
HIF1A,EGLN1,Reconstituted Complex
OS9,EGLN3,Affinity Capture-Western
HIF1A,EGLN3,Reconstituted Complex
HIF1A,VHL,Reconstituted Complex
CUL4B,DDB1,Affinity Capture-MS
CUL4B,TLE1,Affinity Capture-MS
CUL4B,TLE2,Affinity Capture-MS
CUL4B,TLE3,Affinity Capture-MS
CUL4B,DTL,Affinity Capture-MS
CUL4B,WDR26,Affinity Capture-MS
CUL4B,SMU1,Affinity Capture-MS
CUL4B,GRWD1,Affinity Capture-MS
CUL4B,WDR82,Affinity Capture-MS
CUL4A,DDB2,Affinity Capture-Western
CUL4A,DTL,Affinity Capture-Western
CUL4A,WDR26,Affinity Capture-Western
CUL4A,GRWD1,Affinity Capture-Western
CUL4A,RBBP5,Affinity Capture-Western
CUL4A,RFWD2,Affinity Capture-Western
CUL4A,WDR5B,Affinity Capture-Western
CUL4A,POC1B,Affinity Capture-Western
CUL4A,SNRNP40,Affinity Capture-Western
CUL4A,WDR61,Affinity Capture-Western
CUL4A,WDR76,Affinity Capture-Western
CUL4A,WDR82,Affinity Capture-Western
CUL4B,DDB2,Affinity Capture-Western
CUL4B,DTL,Affinity Capture-Western
CUL4B,WDR26,Affinity Capture-Western
CUL4B,GRWD1,Affinity Capture-Western
CUL4B,RBBP5,Affinity Capture-Western
CUL4B,RFWD2,Affinity Capture-Western
CUL4B,WDR5B,Affinity Capture-Western
CUL4B,POC1B,Affinity Capture-Western
CUL4B,SNRNP40,Affinity Capture-Western
CUL4B,WDR61,Affinity Capture-Western
CUL4B,WDR76,Affinity Capture-Western
CUL4B,WDR82,Affinity Capture-Western
CUL4A,WDR5,Affinity Capture-Western
CUL4B,WDR5,Affinity Capture-Western
RBBP5,WDR5,Affinity Capture-Western
DTL,WDR5,Affinity Capture-Western
GRWD1,WDR5,Affinity Capture-Western
RFWD2,WDR5,Affinity Capture-Western
SNRNP40,WDR5,Affinity Capture-Western
WDR26,WDR5,Affinity Capture-Western
WDR5B,WDR5,Affinity Capture-Western
PAFAH1B1,WDR5,Affinity Capture-Western
NLE1,WDR5,Affinity Capture-Western
WDR12,WDR5,Affinity Capture-Western
CIAO1,WDR5,Affinity Capture-Western
WDR53,WDR5,Affinity Capture-Western
WDR59,WDR5,Affinity Capture-Western
WDR61,WDR5,Affinity Capture-Western
CUL4B,DDB1,Affinity Capture-Western
CUL4A,TLE2,Affinity Capture-Western
CUL4B,TLE2,Affinity Capture-Western
DTL,DDB1,Affinity Capture-Western
DDB2,DDB1,Affinity Capture-Western
EED,DDB1,Affinity Capture-Western
CUL4A,EED,Affinity Capture-Western
RBBP5,DDB1,Affinity Capture-Western
HIST1H3A,WDR5,Affinity Capture-Western
HIST1H3A,DDB1,Affinity Capture-Western
HIST1H3A,CUL4A,Affinity Capture-Western
HIST1H3A,DDB1,Reconstituted Complex
HIST1H3A,CUL4A,Reconstituted Complex
HIST1H3A,WDR5,Reconstituted Complex
SIRT1,RELA,Affinity Capture-Western
ATR,RPA2,Biochemical Activity
ATR,CHEK2,Biochemical Activity
CHEK1,CDC25C,Biochemical Activity
RPA1,PRIM1,Affinity Capture-Western
RPA2,PRIM1,Affinity Capture-Western
RPA3,PRIM1,Affinity Capture-Western
CHD6,CHD3,Co-fractionation
REST,SMARCA4,Affinity Capture-Western
HDAC5,YWHAG,Affinity Capture-Western
HDAC1,SP1,Affinity Capture-Western
PROX1,HDAC3,Affinity Capture-Western
CDCA8,UBE2I,Two-hybrid
CDCA8,RANBP2,Two-hybrid
MYB,PARP1,Affinity Capture-Western
HDAC3,YY1,Affinity Capture-Western
XRCC5,BRCA1,Affinity Capture-Western
XRCC5,BRCA1,Reconstituted Complex
BRCA1,BARD1,Affinity Capture-Western
XRCC5,BARD1,Affinity Capture-Western
DACT1,LEF1,Affinity Capture-Western
DACT1,HDAC1,Affinity Capture-Western
KMT2B,NCOA6,Affinity Capture-Western
KMT2C,NCOA6,Affinity Capture-Western
NCOA6,WDR5,Affinity Capture-Western
REST,HDAC5,Affinity Capture-Western
MYOD1,DDX5,Affinity Capture-Western
DDX5,SMARCA4,Affinity Capture-Western
DDX5,TBP,Affinity Capture-Western
DDX5,POLR2A,Affinity Capture-Western
SMARCA4,DDX5,Affinity Capture-Western
TBP,DDX5,Affinity Capture-Western
POLR2A,DDX5,Affinity Capture-Western
MORF4L1,MRFAP1,Two-hybrid
MRFAP1,MORF4L1,Reconstituted Complex
CLSPN,LTA,Affinity Capture-Western
SMARCA1,PARP1,Affinity Capture-Western
SUFU,SAP18,Affinity Capture-Western
HDAC1,NKX2-5,Affinity Capture-Western
NKX2-5,HDAC1,Reconstituted Complex
MED12,GLI3,Two-hybrid
GLI3,MED12,Reconstituted Complex
SIRT1,CTTN,Affinity Capture-Western
SIRT1,CTTN,Reconstituted Complex
CTTN,EP300,Affinity Capture-Western
SIRT1,CTTN,Biochemical Activity
GLI3,CREBBP,Affinity Capture-Western
SP1,HDAC4,Affinity Capture-Western
SP1,HDAC1,Affinity Capture-Western
HDAC4,SP1,Affinity Capture-Western
RELA,BRMS1,Affinity Capture-Western
BRMS1,RELA,Affinity Capture-Western
BRMS1,NFKB1,Affinity Capture-Western
NFKB1,BRMS1,Affinity Capture-Western
RELA,BRMS1,Reconstituted Complex
HDAC1,BRMS1,Affinity Capture-Western
RELA,HDAC1,Affinity Capture-Western
DCLRE1A,ATM,Affinity Capture-Western
CDK1,CDCA2,Biochemical Activity
KMT2A,WDR5,Reconstituted Complex
ING1,LMNA,Affinity Capture-Western
LMNA,ING1,Affinity Capture-Western
KAT7,CDT1,Affinity Capture-Western
CDT1,KAT7,Affinity Capture-Western
CDT1,KAT7,Reconstituted Complex
WDR5,MLLT1,Co-crystal Structure
WDR5,MLLT1,Reconstituted Complex
F2RL1,Cbl,Affinity Capture-Western
AKIP1,RELA,Affinity Capture-Western
AKIP1,SIRT1,Affinity Capture-Western
SENP8,AKIP1,Reconstituted Complex
SENP8,AKIP1,Affinity Capture-Western
AKIP1,SENP8,Affinity Capture-Western
TSPY1,HIST2H2AC,Reconstituted Complex
TSPY1,HIST2H2BE,Reconstituted Complex
HDAC1,SERPINB5,Affinity Capture-Western
HDAC1,SERPINB5,Reconstituted Complex
SERPINB5,HDAC1,Affinity Capture-Western
HDAC4,REST,Affinity Capture-Western
HDAC5,REST,Affinity Capture-Western
HDAC4,SIN3A,Affinity Capture-Western
HDAC5,SIN3A,Affinity Capture-Western
DAXX,RELB,Affinity Capture-Western
ASF1A,HIRA,Co-crystal Structure
HIRA,ASF1A,Reconstituted Complex
HIRA,ASF1B,Reconstituted Complex
CHAF1B,ASF1A,Reconstituted Complex
CHAF1B,ASF1A,Affinity Capture-Western
HIRA,ASF1A,Affinity Capture-Western
CHAF1B,ASF1B,Affinity Capture-Western
HIRA,ASF1B,Affinity Capture-Western
MBD2,PRMT1,Affinity Capture-Western
MBD2,PRMT5,Affinity Capture-Western
MBD2,WDR77,Affinity Capture-Western
DACH1,JUN,Affinity Capture-Western
DACH1,CREB1,Affinity Capture-Western
HDAC7,YWHAQ,Affinity Capture-Western
HDAC7,MARK3,Affinity Capture-Western
HDAC4,MARK3,Affinity Capture-Western
HDAC5,MARK3,Affinity Capture-Western
HDAC7,MARK2,Affinity Capture-Western
MARK2,HDAC7,Biochemical Activity
MARK3,HDAC7,Biochemical Activity
HDAC7,ACTN4,Two-hybrid
HDAC7,ACTN4,Affinity Capture-Western
HDAC7,ACTN4,Reconstituted Complex
ACTN4,MEF2A,Affinity Capture-Western
ACTN4,MEF2A,Reconstituted Complex
MEF2A,ACTN4,Affinity Capture-Western
MEF2A,ACTN4,Reconstituted Complex
MEF2A,HDAC7,Reconstituted Complex
MTA1,HIF1A,Affinity Capture-Western
MTA1,HIF1A,Reconstituted Complex
PHB,AR,Affinity Capture-Western
RB1,AR,Affinity Capture-Western
RB1,PHB,Affinity Capture-Western
HDAC1,PHB,Affinity Capture-Western
YY1,Hoxa11,Two-hybrid
YY1,HOXA11,Reconstituted Complex
HOXA11,YY1,Affinity Capture-Western
HOXA11,HDAC2,Affinity Capture-Western
HOXA11,HDAC1,Affinity Capture-Western
CHEK1,CLSPN,Reconstituted Complex
CHEK1,CLSPN,Biochemical Activity
CLSPN,CHEK1,Reconstituted Complex
KDM1A,HIST1H3A,Biochemical Activity
RCOR1,KDM1A,Reconstituted Complex
HDAC7,YWHAQ,Two-hybrid
HDAC7,YWHAQ,Affinity Capture-Western
HDAC7,NCOR2,Affinity Capture-Western
HDAC7,MEF2A,Two-hybrid
ESR1,SMYD3,Reconstituted Complex
SMYD3,ESR1,Affinity Capture-Western
ESR1,SMYD3,Affinity Capture-Western
RNF168,H2AFX,Biochemical Activity
E2F2,KMT2A,Affinity Capture-Western
E2F4,KMT2A,Affinity Capture-Western
E2F6,KMT2A,Affinity Capture-Western
E2F5,KMT2D,Affinity Capture-Western
E2F6,KMT2D,Affinity Capture-Western
E2F3,KMT2D,Affinity Capture-Western
E2F2,KMT2D,Affinity Capture-Western
HIF1A,HSP90AA1,Affinity Capture-Western
HIF1A,HSPA4,Affinity Capture-Western
HDAC6,HIF1A,Affinity Capture-Western
HDAC4,HIF1A,Affinity Capture-Western
SYF2,MCM3,Two-hybrid
SYF2,CCNDBP1,Two-hybrid
SYF2,MCM3,Reconstituted Complex
MCM3,SYF2,Reconstituted Complex
MEN1,FOXN3,Affinity Capture-Western
FOXN3,MEN1,Affinity Capture-Western
MEN1,FOXN3,Reconstituted Complex
FOXN3,MEN1,Reconstituted Complex
MAPK14,PI4K2B,Biochemical Activity
MLANA,NEDD4,Affinity Capture-Western
MLANA,ITCH,Affinity Capture-Western
MLANA,NEDD4,Reconstituted Complex
MLANA,ITCH,Reconstituted Complex
EGFR,EPS15,Affinity Capture-Western
EGFR,EPN1,Affinity Capture-Western
ARRB2,MAPK1,Affinity Capture-Western
CCND1,CDKN1B,Affinity Capture-Western
CCND1,CDKN1A,Affinity Capture-Western
CDK4,CDKN1B,Affinity Capture-Western
CDK4,CDKN1A,Affinity Capture-Western
USP1,FANCD2,Affinity Capture-Western
DTX1,MAP3K1,Affinity Capture-Western
DTX1,MAP3K1,Reconstituted Complex
ITCH,TP73,Reconstituted Complex
ITCH,TP73,Affinity Capture-Western
TP73,ITCH,Affinity Capture-Western
TP73,NEDD4,Affinity Capture-Western
ITCH,TP73,Biochemical Activity
BRCA2,RAD51,Affinity Capture-Western
PIN1,RARA,Reconstituted Complex
FOXO1,SKP2,Affinity Capture-Western
SKP2,FOXO1,Affinity Capture-Western
SKP2,FOXO1,Reconstituted Complex
EGFR,CBL,Affinity Capture-Western
INPPL1,CBL,Affinity Capture-Western
WDR5,HIST1H3A,Co-crystal Structure
CBX5,Pax3,Reconstituted Complex
CBX3,Pax3,Reconstituted Complex
PAX3,TRIM28,Affinity Capture-Western
GTF2I,HDAC3,Affinity Capture-Western
USF1,GTF2I,Affinity Capture-Western
USF1,USF2,Affinity Capture-Western
SP1,PRKCZ,Affinity Capture-Western
PRKCZ,SP1,Affinity Capture-Western
SNAI1,GSK3B,Affinity Capture-Western
SNAI1,BTRC,Affinity Capture-Western
GCM1,CUL1,Affinity Capture-Western
GCM1,SKP1,Affinity Capture-Western
GCM1,FBXW2,Affinity Capture-Western
AR,HDAC1,Affinity Capture-Western
AR,MDM2,Affinity Capture-Western
HDAC1,AR,Affinity Capture-Western
HDAC1,MDM2,Affinity Capture-Western
POLR2A,AGO1,Affinity Capture-Western
H2AFX,SMARCA4,Affinity Capture-Western
H2AFX,SMARCA2,Affinity Capture-Western
H2AFX,NBN,Affinity Capture-Western
SP1,STAT3,Affinity Capture-Western
PPARD,NCOA2,Reconstituted Complex
PPARD,EP300,Reconstituted Complex
REPIN1,GMNN,Affinity Capture-Western
GMNN,REPIN1,Affinity Capture-Western
GMNN,REPIN1,Reconstituted Complex
HDAC3,GMNN,Affinity Capture-Western
HDAC3,REPIN1,Affinity Capture-Western
HDAC3,NCOR2,Affinity Capture-Western
MDM2,MTBP,Affinity Capture-Western
CARM1,EP300,Biochemical Activity
CARM1,NCOA2,Biochemical Activity
CARM1,NCOA3,Biochemical Activity
NCOA3,CARM1,Affinity Capture-Western
CARM1,NCOA3,Reconstituted Complex
NCOA3,EP300,Affinity Capture-Western
NCOA3,ESR1,Affinity Capture-Western
SIRT1,AR,Affinity Capture-Western
AR,SIRT1,Affinity Capture-Western
SIRT1,AR,Reconstituted Complex
SIRT1,AR,Biochemical Activity
SMARCA4,NFE2L2,Affinity Capture-Western
SF3B2,vpr,Reconstituted Complex
GATA3,HDAC4,Affinity Capture-Western
YY1,HDAC4,Affinity Capture-Western
RUNX1,HIPK2,Affinity Capture-Western
HIPK2,RUNX1,Affinity Capture-Western
HIPK2,RUNX1,Biochemical Activity
RUNX1,EP300,Affinity Capture-Western
HIPK2,EP300,Biochemical Activity
HIPK2,EP300,Affinity Capture-Western
EP300,HIPK2,Affinity Capture-Western
EP300,HIPK2,Reconstituted Complex
HIPK2,HIPK2,Reconstituted Complex
NCOR1,HDAC3,Affinity Capture-Western
SMARCA5,HIST1H4A,Affinity Capture-Western
HIST1H4A,SMARCA5,Affinity Capture-Western
AR,NCOR1,Affinity Capture-Western
NCOR1,AR,Affinity Capture-Western
AR,RCHY1,Affinity Capture-Western
RCHY1,AR,Affinity Capture-Western
DHX9,SND1,Affinity Capture-Western
FOSL1,HDAC1,Affinity Capture-Western
HDAC1,FOSL1,Affinity Capture-Western
STUB1,CFTR,Biochemical Activity
CFTR,HSPA8,Affinity Capture-Western
NFE2L2,KEAP1,Affinity Capture-Western
KEAP1,CUL3,Affinity Capture-Western
KEAP1,NFE2L2,Reconstituted Complex
KEAP1,CUL3,Reconstituted Complex
CUL3,NFE2L2,Affinity Capture-Western
CUL3,KEAP1,Affinity Capture-Western
CUL3,RBX1,Affinity Capture-Western
TRIM63,TNNC1,Two-hybrid
TRIM63,TNNC1,Affinity Capture-Western
TNNC1,TRIM63,Affinity Capture-Western
TRIM63,TNNC1,Reconstituted Complex
TRIM63,TNNC1,Biochemical Activity
CBL,SYK,Affinity Capture-Western
BRCA2,RAD51,Affinity Capture-Western
KEAP1,CUL2,Affinity Capture-Western
KEAP1,CUL3,Affinity Capture-Western
RANBP9,TP73,Reconstituted Complex
TP73,RANBP9,Affinity Capture-Western
MDM2,HIST2H2BE,Reconstituted Complex
HIST2H2BE,MDM2,Affinity Capture-Western
MDM2,HIST2H2BE,Biochemical Activity
TP53,VRK1,Affinity Capture-Western
VRK1,TP53,Affinity Capture-Western
TP53,MDM2,Affinity Capture-Western
EP300,TP53,Affinity Capture-Western
VRK1,TP53,Biochemical Activity
DBF4,CDC7,Affinity Capture-Western
MCM7,CDC45,Affinity Capture-Western
MCM7,RB1,Affinity Capture-Western
SSRP1,MCM4,Affinity Capture-Western
SSRP1,MCM6,Affinity Capture-Western
SSRP1,MCM7,Affinity Capture-Western
SSRP1,NEK9,Affinity Capture-Western
SSRP1,SUPT16H,Affinity Capture-Western
SSRP1,MCM2,Affinity Capture-Western
SSRP1,MCM3,Affinity Capture-Western
SSRP1,MCM5,Affinity Capture-Western
MCM4,SSRP1,Affinity Capture-Western
MCM4,SUPT16H,Affinity Capture-Western
SUPT16H,SSRP1,Co-purification
MCM4,SUPT16H,Reconstituted Complex
MCM4,SSRP1,Reconstituted Complex
MCM4,MCM2,Affinity Capture-Western
MCM4,CDC45,Affinity Capture-Western
SMARCB1,tat,Affinity Capture-Western
DIABLO,BIRC5,Affinity Capture-Western
DIABLO,XIAP,Affinity Capture-Western
MAPK8,TP53,Reconstituted Complex
TP53,MAPK8,Reconstituted Complex
STUB1,HSPA8,Affinity Capture-Western
STUB1,ESR1,Affinity Capture-Western
ESR1,HSPA8,Affinity Capture-Western
ESR1,STUB1,Affinity Capture-Western
ESR1,STUB1,Reconstituted Complex
STUB1,DNAJC13,Affinity Capture-MS
STUB1,HSP90AA1,Affinity Capture-MS
STUB1,HSPA4,Affinity Capture-MS
STUB1,HSPA8,Affinity Capture-MS
STUB1,BAG1,Affinity Capture-Western
STUB1,HSP90AA1,Affinity Capture-Western
STUB1,HSPA4,Affinity Capture-Western
STUB1,STUB1,Affinity Capture-Western
ESR1,BAG1,Affinity Capture-Western
ESR1,HSP90AA1,Affinity Capture-Western
ESR1,HSPA4,Affinity Capture-Western
RNF123,UBAC1,Reconstituted Complex
CDKN1B,UBAC1,Reconstituted Complex
CDKN1B,RNF123,Reconstituted Complex
KDM1A,RCOR1,Co-crystal Structure
RAD17,CLSPN,Affinity Capture-Western
CLSPN,RAD17,Affinity Capture-Western
SIRT1,NCOR1,Reconstituted Complex
SIRT1,NCOR1,Affinity Capture-Western
SIRT1,JUN,Affinity Capture-Western
CEBPA,CHD1,Affinity Capture-Western
HMGA1,CHD1,Affinity Capture-Western
SMARCB1,SMARCE1,Affinity Capture-Western
SMARCB1,SMARCC1,Affinity Capture-Western
SMARCB1,SMARCA4,Affinity Capture-Western
SMARCB1,SMARCE1,Affinity Capture-MS
SMARCB1,SMARCC1,Affinity Capture-MS
SMARCB1,SMARCA4,Affinity Capture-MS
SMARCE1,SMARCB1,Affinity Capture-MS
SMARCE1,SMARCC1,Affinity Capture-MS
SMARCE1,SMARCA4,Affinity Capture-MS
SMARCE1,SMARCB1,Affinity Capture-Western
SMARCE1,SMARCC1,Affinity Capture-Western
SMARCE1,SMARCA4,Affinity Capture-Western
SMARCC1,SMARCB1,Affinity Capture-Western
SMARCC1,SMARCA4,Affinity Capture-Western
SMARCC1,SMARCE1,Affinity Capture-Western
SMARCC1,SMARCB1,Affinity Capture-MS
SMARCC1,SMARCA4,Affinity Capture-MS
SMARCC1,SMARCE1,Affinity Capture-MS
SMARCA4,SMARCB1,Affinity Capture-MS
SMARCA4,SMARCE1,Affinity Capture-MS
SMARCA4,SMARCC1,Affinity Capture-MS
SMARCA4,SMARCB1,Affinity Capture-Western
SMARCA4,SMARCE1,Affinity Capture-Western
SMARCA4,SMARCC1,Affinity Capture-Western
SMARCC2,SMARCB1,Affinity Capture-Western
SMARCC2,SMARCE1,Affinity Capture-Western
SMARCC2,SMARCC1,Affinity Capture-Western
SMARCC2,SMARCA4,Affinity Capture-Western
SMARCC2,SMARCB1,Affinity Capture-MS
SMARCC2,SMARCE1,Affinity Capture-MS
SMARCC2,SMARCC1,Affinity Capture-MS
SMARCC2,SMARCA4,Affinity Capture-MS
SMARCE1,ARID1A,Affinity Capture-MS
SMARCE1,ARID2,Affinity Capture-MS
SMARCE1,BRD7,Affinity Capture-MS
SMARCE1,SMARCD1,Affinity Capture-MS
SMARCE1,DPF2,Affinity Capture-MS
SMARCE1,ACTL6A,Affinity Capture-MS
SMARCE1,ACTB,Affinity Capture-MS
SMARCE1,BCL7C,Affinity Capture-MS
BCL7C,ARID1A,Affinity Capture-MS
BCL7C,ARID2,Affinity Capture-MS
BCL7C,SMARCA4,Affinity Capture-MS
BCL7C,SMARCC1,Affinity Capture-MS
BCL7C,BRD7,Affinity Capture-MS
BCL7C,SMARCD1,Affinity Capture-MS
BCL7C,SMARCE1,Affinity Capture-MS
BCL7C,DPF2,Affinity Capture-MS
BCL7C,ACTL6A,Affinity Capture-MS
BCL7C,SMARCB1,Affinity Capture-MS
BCL7C,ACTB,Affinity Capture-MS
BRD7,ARID2,Affinity Capture-Western
BRD7,SMARCA4,Affinity Capture-Western
BRD7,SMARCC1,Affinity Capture-Western
SMARCE1,ARID2,Affinity Capture-Western
SMARCE1,ARID1A,Affinity Capture-Western
RB1,ZBTB7A,Affinity Capture-Western
ZBTB7A,RB1,Affinity Capture-Western
ZBTB7A,BCOR,Affinity Capture-Western
KAT6A,ING5,Affinity Capture-Western
KAT6A,MEAF6,Affinity Capture-Western
KAT6A,BRPF1,Affinity Capture-Western
BRPF1,ING5,Affinity Capture-Western
BRPF1,KAT6A,Affinity Capture-Western
BRPF1,ING5,Reconstituted Complex
BRPF1,MEAF6,Reconstituted Complex
ING5,BRPF1,Affinity Capture-Western
ING5,MEAF6,Affinity Capture-Western
SETMAR,TOP2A,Affinity Capture-Western
CLSPN,BTRC,Affinity Capture-Western
SIRT3,FOXO3,Affinity Capture-Western
SETMAR,XRCC4,Affinity Capture-Western
AURKA,INCENP,Reconstituted Complex
AURKA,INCENP,Affinity Capture-Western
AURKA,TPX2,Affinity Capture-Western
AURKA,PLK1,Affinity Capture-Western
INCENP,AURKA,Affinity Capture-Western
INCENP,AURKB,Affinity Capture-Western
SP1,BRCA2,Affinity Capture-Western
SP1,CDK4,Affinity Capture-Western
SP1,RAD51,Affinity Capture-Western
SP1,SKP2,Affinity Capture-Western
ELK1,KLF4,Affinity Capture-Western
KLF4,ELK1,Affinity Capture-Western
KLF4,HDAC5,Affinity Capture-Western
HDAC5,KLF4,Affinity Capture-Western
ESR1,MYOD1,Affinity Capture-Western
ESR1,SP1,Affinity Capture-Western
ESR1,CREBBP,Affinity Capture-Western
ESR1,EP300,Affinity Capture-Western
ESR2,SP1,Affinity Capture-Western
ESR2,CREBBP,Affinity Capture-Western
ESR2,EP300,Affinity Capture-Western
MYOD1,ESR2,Affinity Capture-Western
MYOD1,ESR1,Affinity Capture-Western
TP53,HDAC1,Affinity Capture-Western
TP53,SP1,Affinity Capture-Western
TP53,CTBP1,Affinity Capture-Western
CTBP1,HDAC1,Affinity Capture-Western
CTBP1,TP53,Affinity Capture-Western
CBX5,SETDB1,Affinity Capture-MS
CHAF1A,SETDB1,Affinity Capture-MS
CHAF1B,SETDB1,Affinity Capture-MS
SIRT1,DOT1L,Affinity Capture-Western
JUN,KAT7,Affinity Capture-Western
KAT7,JUN,Reconstituted Complex
JUN,KAT7,Reconstituted Complex
JUN,EDF1,Affinity Capture-Western
EDF1,NRL,Reconstituted Complex
EDF1,JUN,Reconstituted Complex
EDF1,CEBPA,Reconstituted Complex
KAT7,JUN,Affinity Capture-Western
ITGB1,ITGA3,Affinity Capture-Western
ITGB4,ITGA3,Affinity Capture-Western
ITGB5,ITGA3,Affinity Capture-Western
MAX,YY1,Affinity Capture-Western
YY1,MAX,Affinity Capture-Western
YY1,CREBBP,Affinity Capture-Western
CREBBP,YY1,Affinity Capture-Western
CREBBP,MYC,Affinity Capture-Western
MYC,CREBBP,Affinity Capture-Western
BAZ1A,SMARCA2,Affinity Capture-Western
